QID,Domain,Bloom_Level,Difficulty,Question
2220,Machine Learning,Knowledge,Easy,"What is an algorithm?"
2221,Artificial Intelligence,Application,Hard,"Implement a simple neural network from scratch using Python and NumPy."
2222,Cloud Computing,Knowledge,Easy,"What is IaaS (Infrastructure as a Service)?"
2223,Cybersecurity,Comprehension,Medium,"Explain the difference between a virus, a worm, and a trojan horse."
2224,Machine Learning,Evaluation,Hard,"Critique the use of deep learning for problems with small datasets."
2225,Data Science,Analysis,Medium,"Analyze the importance of domain knowledge in a data science project."
2226,Big Data,Knowledge,Medium,"What is Apache Cassandra?"
2227,DevOps,Synthesis,Hard,"Design a workflow for managing infrastructure changes using GitOps principles."
2228,IoT,Comprehension,Easy,"Explain how a smart home hub works."
2229,Artificial Intelligence,Analysis,Hard,"Compare and contrast reinforcement learning from human feedback (RLHF) with traditional reinforcement learning."
2230,Cloud Computing,Application,Medium,"Use a cloud provider's CLI to launch and manage a virtual machine."
2231,Cybersecurity,Knowledge,Medium,"What is a DDoS attack?"
2232,Machine Learning,Comprehension,Hard,"Describe the architecture of a Long Short-Term Memory (LSTM) network."
2233,Data Science,Application,Hard,"Develop a model to forecast demand for a product using time series analysis."
2234,Big Data,Analysis,Medium,"Analyze the advantages of using a data lakehouse over a separate data lake and data warehouse."
2235,DevOps,Evaluation,Medium,"Assess the challenges of maintaining security in a fast-paced CI/CD environment."
2236,IoT,Synthesis,Hard,"Propose an IoT-based solution to monitor and improve air quality in a city."
2237,Artificial Intelligence,Knowledge,Easy,"What is an agent in AI?"
2238,Cloud Computing,Comprehension,Medium,"Explain the concept of 'elasticity' in cloud computing."
2239,Cybersecurity,Application,Hard,"Perform a forensic analysis of a disk image to find evidence of malicious activity."
2240,Machine Learning,Synthesis,Hard,"Design an unsupervised learning approach to discover new customer segments."
2241,Data Science,Knowledge,Hard,"What is a ROC curve and AUC?"
2242,Big Data,Comprehension,Medium,"Explain how data partitioning can improve query performance in a distributed database."
2243,DevOps,Analysis,Hard,"Deconstruct the feedback loops necessary for a high-performing DevOps organization."
2244,IoT,Evaluation,Hard,"Evaluate the societal impact of widespread autonomous drone usage for deliveries."
2245,Artificial Intelligence,Comprehension,Medium,"Describe the difference between supervised, unsupervised, and reinforcement learning."
2246,Cloud Computing,Analysis,Hard,"Analyze the trade-offs between using a relational database and a NoSQL database in the cloud."
2247,Cybersecurity,Synthesis,Hard,"Develop a 'secure by design' policy for a software development team."
2248,Machine Learning,Knowledge,Medium,"What is a confusion matrix?"
2249,Data Science,Application,Medium,"Use a statistical test to compare the means of two different groups."
2250,Big Data,Evaluation,Hard,"Critique the performance and cost-effectiveness of cloud data warehouses like Snowflake, BigQuery, or Redshift."
2251,DevOps,Application,Easy,"Write a simple Dockerfile to containerize a web application."
2252,IoT,Analysis,Medium,"Analyze the supply chain security risks for IoT hardware."
2253,Artificial Intelligence,Application,Hard,"Use NLP techniques to build a text summarization tool."
2254,Cloud Computing,Evaluation,Medium,"Assess the benefits of containerization for application portability and dependency management."
2255,Cybersecurity,Comprehension,Hard,"Explain how a cross-site scripting (XSS) attack works."
2256,Machine Learning,Analysis,Medium,"Analyze the effect of different kernel functions in a Support Vector Machine (SVM)."
2257,Data Science,Synthesis,Hard,"Design an end-to-end data science project, from problem formulation to model deployment."
2258,Big Data,Knowledge,Easy,"What is HDFS?"
2259,DevOps,Comprehension,Medium,"Explain the role of artifact repositories (e.g., Nexus, Artifactory) in a CI/CD pipeline."
2260,IoT,Application,Hard,"Design a system for real-time monitoring of a patient's vital signs using wearable IoT devices."
2261,Artificial Intelligence,Evaluation,Hard,"Argue the case for establishing a global regulatory body for AI research and development."
2262,Cloud Computing,Knowledge,Hard,"What is a placement group in a cloud environment?"
2263,Cybersecurity,Analysis,Medium,"Compare the security models of iOS and Android."
2264,Machine Learning,Application,Medium,"Apply a random forest classifier to a dataset and interpret the feature importances."
2265,Data Science,Comprehension,Medium,"Describe the difference between descriptive, predictive, and prescriptive analytics."
2266,Big Data,Comprehension,Easy,"Explain what MapReduce does."
2267,DevOps,Evaluation,Hard,"Evaluate the challenges of managing stateful applications in a Kubernetes environment."
2268,IoT,Knowledge,Medium,"What is the OPC UA standard and why is it important for industrial IoT?"
2269,Artificial Intelligence,Synthesis,Hard,"Integrate a computer vision model with a robotic arm for an automated pick-and-place task."
2270,Cloud Computing,Analysis,Hard,"Analyze the performance and consistency trade-offs of different cloud storage classes."
2271,Cybersecurity,Application,Hard,"Design and run a tabletop exercise for a ransomware incident."
2272,Machine Learning,Knowledge,Hard,"What is a tensor in the context of machine learning?"
2273,Data Science,Analysis,Hard,"Deconstruct the mathematical principles behind the gradient descent algorithm."
2274,Big Data,Synthesis,Hard,"Propose a new data model to optimize for both analytical queries and fast key-value lookups."
2275,DevOps,Knowledge,Medium,"What is a 'Deployment Pipeline'?"
2276,IoT,Evaluation,Medium,"Assess the privacy risks associated with voice-activated smart assistants."
2277,Artificial Intelligence,Analysis,Medium,"Compare the use of heuristics in A* search versus genetic algorithms."
2278,Cloud Computing,Comprehension,Medium,"Explain the concept of a cloud service broker (CSB)."
2279,Cybersecurity,Knowledge,Easy,"What is phishing?"
2280,Machine Learning,Comprehension,Easy,"Explain what is meant by 'training' a model."
2281,Data Science,Application,Medium,"Use data visualization to identify trends and patterns in a time-series dataset."
2282,Big Data,Evaluation,Hard,"Critique the 'one size fits all' approach of some big data platforms."
2283,DevOps,Application,Hard,"Configure a continuous monitoring dashboard using tools like Prometheus and Grafana."
2284,IoT,Analysis,Hard,"Analyze the challenges of managing device identity and access control at scale."
2285,Artificial Intelligence,Knowledge,Hard,"What is a causal inference model?"
2286,Cloud Computing,Synthesis,Hard,"Design a secure and compliant cloud architecture for a healthcare application."
2287,Cybersecurity,Evaluation,Medium,"Assess the effectiveness of user behavior analytics (UBA) in detecting insider threats."
2288,Machine Learning,Application,Hard,"Implement a logistic regression model from scratch to understand its inner workings."
2289,Data Science,Comprehension,Medium,"Explain the concept of overfitting and how to prevent it."
2290,Big Data,Analysis,Medium,"Compare the data consistency models in different NoSQL databases (e.g., eventual vs. strong)."
2291,DevOps,Evaluation,Hard,"Argue for or against the proposition that every company is now a software company."
2292,IoT,Knowledge,Easy,"What is a smart sensor?"
2293,Artificial Intelligence,Comprehension,Hard,"Explain the difference between a model-based and a model-free reinforcement learning algorithm."
2294,Cloud Computing,Application,Medium,"Automate the creation of cloud resources using a scripting language and an SDK."
2295,Cybersecurity,Analysis,Hard,"Analyze the cryptographic principles behind blockchain technology."
2296,Machine Learning,Synthesis,Hard,"Propose a machine learning system to optimize a logistics and supply chain network."
2297,Data Science,Knowledge,Medium,"What is a feature?"
2298,Big Data,Application,Easy,"Write a simple script to read data from a distributed filesystem like HDFS."
2299,DevOps,Comprehension,Medium,"Describe the key responsibilities of a Site Reliability Engineer (SRE)."
2300,IoT,Application,Medium,"Develop a proof-of-concept for a smart retail system that tracks inventory in real time."
2301,Artificial Intelligence,Evaluation,Hard,"Critique the tendency for AI models to perpetuate and amplify existing societal biases."
2302,Cloud Computing,Analysis,Medium,"Analyze the pros and cons of using spot instances for different types of workloads."
2303,Cybersecurity,Knowledge,Hard,"What is an air gap?"
2304,Machine Learning,Comprehension,Medium,"Explain the purpose of a cost function in machine learning."
2305,Data Science,Analysis,Hard,"Deconstruct the trade-offs between interpretability and accuracy in predictive models."
2306,Big Data,Synthesis,Hard,"Design a data quality framework to ensure the reliability of data within a large organization."
2307,DevOps,Application,Hard,"Integrate automated performance testing into a continuous integration pipeline."
2308,IoT,Evaluation,Hard,"Evaluate the economic feasibility of a large-scale agricultural IoT deployment."
2309,Artificial Intelligence,Knowledge,Medium,"What is semantic segmentation in computer vision?"
2310,Cloud Computing,Comprehension,Hard,"Explain how Kubernetes handles service discovery and load balancing."
2311,Cybersecurity,Application,Medium,"Use a static application security testing (SAST) tool to find vulnerabilities in code."
2312,Machine Learning,Analysis,Medium,"Analyze how regularization techniques help to prevent overfitting."
2313,Data Science,Synthesis,Hard,"Develop a model to predict employee attrition and identify key contributing factors."
2314,Big Data,Evaluation,Medium,"Assess the operational complexity of managing a self-hosted Apache Kafka cluster."
